job_id,title,employer,lang,english_flag,municipality,region,city,streetAddress,url,text_excerpt
30476303,Skyddsvakt till Securitas Stockholm Energi & Media - sommarjobb,Securitas AB,sv,True,,,,,,"Företagsbeskrivning Securitas har en viktig roll i samhället och förvaltar ett av Sveriges viktigaste uppdrag - att skydda och hjälpa människor att känna sig trygga. Nu har du chansen att bli en del av Sveriges största säkerhetsföretag. Oavsett om du vill jobba mycket eller lite, dag eller natt så b..."
30476270,Platschef i Spånga,REMONDIS Sweden AB,sv,True,,,,,,Är du en engagerad och utvecklingsorienterad ledare som brinner för att skapa en trygg arbetsmiljö och utveckla människor? Vi söker nu en platschef som vill ta ett helhetsansvar för vår produktionsanläggning och samtidigt bidra till långsiktig förbättring och tillväxt. Om rollen Som platschef har du...
30476264,Skyddsvakt till Securitas Stockholm Lovön - sommarjobb,Securitas AB,sv,True,,,,,,"Företagsbeskrivning Securitas har en viktig roll i samhället och förvaltar ett av Sveriges viktigaste uppdrag - att skydda och hjälpa människor att känna sig trygga. Nu har du chansen att bli en del av Sveriges största säkerhetsföretag. Oavsett om du vill jobba mycket eller lite, dag eller natt så b..."
30476257,Enhetschef för Medicinsk Diagnostik Karolinska Studiestöd,REGION STOCKHOLM,sv,True,,,,,,"Enhet Medicinsk Diagnostik Karolinska (MDK) Studiestöd är funktionens gemensamma enhet för att stödja studier, både initierade från industrin och akademin, med medicinsk diagnostik.  Enheten erbjuder tjänster inom såväl bilddiagnostik som laboratoriemedicin och patologi. Vi bistår prövare med tex ..."
30476244,Skyddsvakt till Securitas Stockholm Gärdet - sommarjobb,Securitas AB,sv,True,,,,,,"Företagsbeskrivning Securitas har en viktig roll i samhället och förvaltar ett av Sveriges viktigaste uppdrag - att skydda och hjälpa människor att känna sig trygga. Nu har du chansen att bli en del av Sveriges största säkerhetsföretag. Oavsett om du vill jobba mycket eller lite, dag eller natt så b..."
30476214,Workplace Specialist till internationell kund,Inte Bara Post Bemanning AB,sv,True,,,,,,SNABBFAKTA Omfattning: Heltid Arbetstider: 08.00-17.00. Tjänsten kräver en flexibilitet efter ordinarie arbetstid vid förekommande event. Ort: Centrala Stockholm Startdatum: Februari Uppdragslängd: 3 månader med god till förlängning Anställningsform: Särskild visstidsanställning. Du blir konsult via...
30476181,Business Analyst - Reverse Supply,H & M Hennes & Mauritz Gbc AB,en,False,,,,,,"Job Description WHAT YOU’LL DO  We are looking for a curious and self-driven Business Analyst to join our Supply Planning Unit. In this role, you will lead analytics initiatives and maintain and develop systems for all three Reverse Supply areas (External Exit and overstock selling, faulty items and..."
30476151,Senior fastighetsutvecklare till Fastighetskontoret,Bemannia AB (Publ.),sv,True,,,,,,Nu söker vi en senior fastighetsutvecklare till ett långt uppdrag på ett år med start omgående!  Om uppdraget Uppdraget är ett konsultuppdrag via Bemannia med start omgående och ett år framåt. Du kommer att arbeta heltid (100%) och du kommer att vara placerad på kontoret i Stockholm. Arbetet sker me...
30476145,Assortment Manager,H & M Hennes & Mauritz Gbc AB,en,False,,,,,,"Job Description Are you a fashion‑driven assortment leader who loves leading creative teams and shaping strong, relevant collections and products for a young, expressive and culture‑aware target group?  As Assortment Manager, you will lead our Assortment team – the creative specialists behind the co..."
30476137,Product Developer Regional Relevance - H&M Womenswear,H & M Hennes & Mauritz Gbc AB,en,False,,,,,,"Job Description An exciting opportunity has opened up for a Product Developer to join our Regional Relevance team at H&M Womenswear, focusing on creating collections and campaigns tailored for diverse global markets. This role offers the chance to make a strong impact on how we deliver fashion that ..."
30476108,Junior Product Developer Regional Relevance - H&M Womenswear,H & M Hennes & Mauritz Gbc AB,en,False,,,,,,"Job Description Are you passionate about fashion, trends, and driven by the idea of creating a relevant and inspiring assortment that meets the needs of customers across different regions? We’re now looking for a curious and motivated Junior Product Developer to join our Regional Relevance team at H..."
30476110,Senior åklagare,Ekobrottsmyndigheten,sv,True,,,,,,"Ekobrottsmyndigheten förebygger, upptäcker, avbryter, utreder och lagför ekonomiska brott. Våra 800 medarbetare har olika kompetenser och yrkesroller, såsom åklagare, poliser, ekobrottsutredare, administratörer och andra specialister, som alla arbetar tillsammans mot ekobrott. Det är vår unika styrk..."
30476104,Ta steget utanför kliniken och bli vår nästa fysioterapeut i hemrehab!,Praktikertjänst AB,sv,True,,,,,,"Fysioterapeut till hemrehab sökes! Var med och gör skillnad i människors vardag! Är du en engagerad fysioterapeut som vill arbeta i ett kompetent team, samtidigt som du har frihet att påverka dina arbetstider och utvecklas i din yrkesroll? Hos oss får du möjlighet att kombinera självständigt arbete ..."
30476091,"HR-chef med passion för ledarskap, kultur och hållbar arbetsmiljö",Assistansporten AB,sv,True,,,,,,Vill du vara med och forma framtidens omsorgsorganisation? Vi söker nu en strategisk och operativ HR-chef som vill ta helhetsansvaret för vår HR-funktion och bidra till att skapa hållbara arbetsplatser där både medarbetare och verksamhet växer. Assistansporten AB är ett svenskt omsorgs- och assistan...
30476064,Utvecklingsledare inom riskhantering,Länsstyrelsen i Stockholms län,sv,True,,,,,,Vill du arbeta med risk- och säkerhetsfrågor som är avgörande för hur samhället planeras och utvecklas? Motiveras du av att arbeta strategiskt i komplexa processer tillsammans med många aktörer? Vill du bidra till ett säkrare och mer hållbart Stockholms län? Då är vi nyfikna på att få veta mer om di...
30476026,Utvecklingsledare klimatanpassning,Länsstyrelsen i Stockholms län,sv,True,,,,,,"Motiveras du av att arbeta strategiskt, samordnande och kunskapshöjande tillsammans med andra aktörer? Har du intresse för samhällsfrågor och vill arbeta med frågor som gör verklig skillnad? Då är vi nyfikna på att få veta mer om dig.  Vad ingår i rollen?  I denna roll arbetar du med att samordna ..."
30476007,Samlingschef till Scenkonstmuseet,Statens Musikverk,sv,True,,,,,,"Leda, utveckla och tillgängliggöra scenkonstens kulturarv Scenkonstmuseet, som ingår i Statens musikverk, söker en samlingschef med starkt ledarskap och gedigen ämneskompetens inom musik, teater eller dans. Rollen ger ett övergripande ansvar för ett nationellt kulturarv och möjlighet att påverka hur..."
30475954,Takskottare Stockholm,B3 Personal AB,sv,True,,,,,,"Vill du arbeta med snöröjning på tak? Vi söker flera ansvarsfulla personer som kan arbeta säkert på tak, har erfarenhet av snöskottning och genomgått fallskyddsutbildning. Tjänsten passar dig som trivs med fysiskt arbete, tar ansvar för säkerhet och kvalitet och vill vara en viktig del i vårt team. ..."
30475779,Account Manager till Thatsup 🚀,Wrknest AB,sv,True,,,,,,"Om rollen Thatsup fortsätter sin starka tillväxt och söker nu fler Account Managers till sin digitala satsning Thatsup Web. Thatsup Web är en helhetslösning där snygga, smarta och heltäckande hemsidor byggs för lokala verksamheter, allt från kaféer, restauranger och till större, välkända hotellkedjo..."
30475674,"Personlig assistent sökes – lugn, lekfull och lyhörd",Aberia AB,sv,True,,,,,,"Jag söker dig som har hjärtat på rätt plats, sprider glädje, är närvarande och en lugn och trygg person! Ditt bemötande är förutsägbart och konsekvent, och du har förmågan att hantera utmaningar med stabilitet och lugn. Då kan du vara den vi söker!    Jag är en sprudlande tjej på 29 år som älskar li..."
30475572,Projektledare inom Life Science,Edge of Talent AB,sv,True,,,,,,"I detta uppdrag jobbar vi med rekrytering till vår kund Plantvision Plantvision är ett konsultbolag som brinner för Life Science, från MedTech-startups till globala läkemedelsbolag. Hos oss får du följa hela kedjan, från tillverkning till vård, och arbeta med regelverk, revisioner, projektledning oc..."
30475534,Nätverkstekniker,Riksdagsförvaltningen,sv,True,,,,,,Riksdagsförvaltningen är en myndighet som har till uppgift att underlätta riksdagens arbete. Cirka 700 partipolitiskt neutrala medarbetare arbetar vid Riksdagsförvaltningen med många olika typer av arbetsuppgifter.  Nu söker vår it-avdelning en nätverkstekniker med hög teknisk kompetens och stort en...
30475495,Ronderande väktare till Securitas Stockholm City - Sommarjobb,Securitas Sverige AB,sv,True,,,,,,"Företagsbeskrivning Securitas har en viktig roll i samhället och förvaltar ett av Sveriges viktigaste uppdrag - att skydda och hjälpa människor att känna sig trygga. Nu har du chansen att bli en del av Sveriges största säkerhetsföretag. Oavsett om du vill jobba mycket eller lite, dag eller natt så b..."
30475397,Senior QA Governance Lead SAP Platforms,Avaron AB,en,False,,,,,,"About the Company Avaron AB is a growing consultancy focused on technology, finance, and business support. We match your expertise with the market's most interesting assignments, offering a platform where your professional development is central. About the Assignment We are looking for a senior Proc..."
30475388,Senior Värdeströmsledare inom IT-arkitektur och Sunsetting,Avaron AB,sv,True,,,,,,"Om företaget Avaron AB är ett växande konsultbolag med fokus på teknik, finans och verksamhetsstöd. Vi matchar din spetskompetens med marknadens mest intressanta uppdrag och erbjuder en plattform där din utveckling står i centrum. Om uppdraget Vi söker en senior värdeströmsledare med ansvar för IT A..."
30475282,SAP Project Manager,Professional Galaxy AB,en,False,,,,,,"Professional Galaxy is an IT and technology consulting company that provides highly specialized expertise within IT, software development, SAP, purchasing, electronics and mechanical design. We collaborate with experienced senior experts and deliver strategic value-creating expertise to some of Swed..."
30475264,Recruiter - Executive Hiring & M&A,Lovable Labs Sweden AB,en,False,,,,,,"Why Lovable? Lovable lets anyone build software with plain English. From solopreneurs to Fortune 100 teams, millions of people use Lovable to turn raw ideas into real products fast. We’re at the forefront of a foundational shift in how software is created, which means you have an unprecedented oppor..."
30475256,Enhetschef till Daglig verksamhet i Stockholm,Collega Arbetsliv AB,sv,True,,,,,,Vi söker nu en enhetschef till Collega Södermalm och Collega Liljeholmen. Collegas verksamhetsområde för daglig verksamhet växer och vi söker nu en enhetschef till våra dagliga verksamheter. Collega är ett omsorgsföretag som erbjuder flera olika tjänster inom socialt arbete. Vi är övertygade om att ...
30475104,Kock,Beergarden AB,sv,True,,,,,,"Vi söker en person älskar matlagning och som har ett öga för detaljer. Du bör vara flexibel och kunnajobba dagar, kvällar och helger.  Dina huvudsakliga arbetsuppgifter är att laga mat från grunden, varabehjälplig till vår kökschef, stå i luckan, förbereda mat för kommande dag och vara bra på Mise e..."
30475113,Redovisningsekonom med systemintresse,Länsstyrelsen i Stockholms län,sv,True,,,,,,- Vill du arbeta med kvalificerad redovisning i en statlig verksamhet där du bidrar till utvecklingen i Stockholms län? - Motiveras du av att skapa strukturer och att driva förbättringar och effektiviseringar? - Har du ett intresse för systemhantering?  Då är vi nyfikna på att få veta mer om dig!  N...
30475004,Kvälls- och nattpigg student till Entercard!,Academic Work Sweden AB,sv,True,,,,,,"Vi söker dig som är initiativtagande, vågar fatta snabba beslut och trivs i en självständig roll. Du får ett spännande extrajobb med eget ansvar och inblick i finansbranschen. Sök idag, och börja omgående!   OM TJÄNSTEN  Som Fraud and Chargeback Agent på Kortsäkerhet hos Entercard har du en viktig r..."
30475029,Staffing & Recruitment Assistant till Academic Work i Stockholm,Academic Work Sweden AB,sv,True,,,,,,Vill du få värdefull erfarenhet inom rekrytering och headhunting samtidigt som du bidrar till att matcha rätt talanger med rätt möjligheter? Som Staffing & Recruitment Assistant hos Academic Work blir du en nyckelspelare i våra rekryteringsprocesser och får chansen att utvecklas i en fartfylld och l...
30474822,"Butikschef sökes till BoConcept Stockholm City, Kungsgatan 19",Nordisk Möbeldesign AB,sv,True,,,,,,"Butikschef sökes till BoConcept Stockholm City, Kungsgatan 19 Letar du efter en spännande karriär och nya utmaningar inom designvärlden? BoConcept är ett av Danmarks ledande detaljhandelsföretag inom möbeldesign och heminredning. BoConcept grundades i Danmark 1952 och är idag ett premium lifestyle-v..."
30474862,Tandläkare med några års erfarenhet till omtyckt klinik i Liljeholmen!,Distriktstandvården Sverige AB,sv,True,,,,,,"Vi söker nu en efter vår nya kollega, du är en tandläkare som har arbetat några år och vill nu hitta nya utmaningar i karriären och då har du hittat rätt :-D På den här kliniken finns det fem behandlingsrum men vi kommer att bygga ut kliniken under året så att den blir nästan dubbelt så stor. Här ar..."
30474844,Extrajobb som office coordinator,Joyweek AB,sv,True,,,,,,"Letar du efter ett stabilt & roligt extrajobb (två dagar i veckan), kanske medan du studerar? Ta chansen att bli en del av ett globalt team som arbetar för att förbättra människors liv och hälsa. Företaget kombinerar hälsa och teknik och sätter stort värde på mångfald. Det arbetar aktivt för att ska..."
30474736,Däckmontörer sökes till Nacka Värmdö Däckdepå  i Saltsjö-Boo (Däckteam),Northern Skill AB,sv,True,,,,,,Däckmontörer sökes till Nacka Värmdö Däckdepå i Saltsjö-Boo en del av Däckteam inför vårens högsäsong. Vi söker dig som har tidigare erfarenhet av däckskifte och trivs i en strukturerad verkstadsmiljö med högt tempo och tydliga rutiner. Arbetsuppgifter Skifta däck med hög precision   Köra in och ut ...
30474686,Köksmästare och souschefs Stockholm se hit!🚀,FRAM Bemanning AB,sv,True,,,,,,SÖK NYTT JOBB - PÅ DINA VILLKOR!🚀  Vi ska bli Sveriges bästa hotell- och restaurangföretag! Låter det ambitiöst? Det är det också. FRAM siktar på att bli den mest effektiva rekryteringsplattformen och mötesplatsen för ledare inom besöksnäringen. Är du hyfsat nöjd idag men är ute efter guldjobbet? VI...
30474608,Enterprise Architect,B3 Consulting Group AB (publ),sv,True,,,,,,"Vi på B3 Visab Consulting fokuserar på att stödja finansindustrin med sin affärsutveckling i den digitala ekonomin. Därför söker vi efter engagerade Enterprisearkitekter som vill utforma, utveckla och förfina den övergripande arkitekturen hos bolag i en samhällskritisk bransch.  Med över 40 års erfa..."
30474581,Enhetschef till Kampementet vård- och omsorgsboende,Stockholms kommun,sv,True,,,,,,"Stockholm – vår huvudstad med miljoner drömmar, förväntningar och ambitioner. Vi jobbar för alla som lever här idag och i framtiden. Nu söker vi dig som vill tänka stort, nytt och annorlunda med oss – för stockholmarna.  Norra innerstadens stadsdelsområde består av de centrala delarna av Stockholm, ..."
30474597,Butiksmedarbetare till Hemköp Gullmarsplan 5h/v,Sabis AB,sv,True,,,,,,"Är du en glad och energifull person som vill jobba med oss på Hemköp Gullmarsplan? Då ska du bli en av oss! Vi har en hög färskvaruprofil och generösa öppettider, alla dagar 07:00-23:00. Vi är en framgångsrik butik med ett brett sortiment och med stort fokus på kundupplevelsen för att tillgodose vår..."
30474569,Rådgivare till Resurscenter Tal och språk på  SPSM,Specialpedagogiska Skolmyndigheten,sv,True,,,,,,"Vill du vara med och skapa de bästa förutsättningarna för en likvärdig utbildning? Vi på Specialpedagogiska skolmyndigheten, SPSM, arbetar för att alla barn, elever och vuxenstuderande med funktionsnedsättning ska nå målen för sin utbildning. Vi driver egna specialskolor på olika orter i Sverige. Vi..."
30474558,Hälsopedagog till Studenthälsan,Stockholms Universitet,sv,True,,,,,,"Studenthälsan i Stockholm vid Stockholms universitet söker en ny medarbetare.  Som hälsopedagog/beteendevetare kommer du att arbeta utåtriktat på campus och träffa studenter i olika sammanhang. Din bakgrund kan vara folkhälsovetare, företagssköterska, beteendevetare eller annan motsvarande högskol..."
30474520,"Gruppledare till Komvux Södermalm, tillfällig anställning",Stockholms kommun,sv,True,,,,,,"Stockholm – vår huvudstad med miljoner drömmar, förväntningar och ambitioner. Vi jobbar för alla som lever här idag och i framtiden. Nu söker vi dig som vill tänka stort, nytt och annorlunda med oss – för stockholmarna.  Stockholm blomstrar som landets främsta tillväxtregion. Vi arbetar för en arbet..."
30474484,"Receptionist Scandic Klara, heltid , vikariat",Scandic Hotels AB,sv,True,,,,,,"**Mitt i centrala Stockholm ligger Scandic Klara – en lugn oas med vänlig atmosfär. Hos oss står serviceupplevelsen i fokus och vi vet att vägen dit går genom fantastisk personal!**  I vår restaurang Stortorget, på innergården, serveras vår frukost, stora konferensluncher och middagar – med en känsl..."
30474469,Operationsmedarbetare till AP7,Amendo Bemanning & Rekrytering AB,sv,True,,,,,,"Är du en nyfiken och driftig lagspelare med intresse för data, system och processutveckling inom värdepappersadministration? Har du flerårig erfarenhet av administration av värdepappersaffärer? Då kan du vara den vi söker! Om rollen Under 2026 fortsätter AP7 att vidareutveckla sin interna förvaltnin..."
30474437,Byggledare Väg,Centio Consulting Group AB,sv,True,,,,,,"Vi söker en Byggledare Väg för åtgärder på väg 165 till Trafikverket.  Detta är ett konsultuppdrag med stationeringsort Hällevadsholm, Munkedals kommun. Tjänsten är på heltid. Uppdraget innebär ett nära samarbete med kunden vilket ställer stora krav på flexibilitet och samarbetsförmåga. Uppdraget By..."
30474362,Studerande sökes för deltidsjobb till vår kund i Rosersberg!,Cleverex Bemanning AB,sv,True,,,,,,Om tjänsten Cleverex Bemanning söker just nu lossare som kan arbeta deltid hos vår kund Yilport i Rosersberg. Vi söker dig som är studerande eller har en annan huvudsaklig sysselsättning och önskar arbeta extra/deltid.    Du erbjuds •	Möjlighet att utveckla dina färdigheter inom logistik. •	Möjlighe...
30474374,Process Executor / Quality Assurance Lead ,Professional Galaxy AB,en,False,,,,,,"Professional Galaxy is an IT and technology consulting company that provides highly specialized expertise in IT, software development, SAP, purchasing, electronics and mechanical design. We collaborate with experienced senior experts and deliver strategic value-creating expertise to some of Sweden's..."
30474305,Utbildningsledare,Stockholms Universitet,sv,True,,,,,,"Områdeskansliet för humanvetenskap söker en utbildningsledare som främst ska arbeta med lärarutbildning på fakultets- och områdesnivå.  Vid områdeskansliet arbetar ca 45 medarbetare. Kansliet, som består av sex olika sektioner, är en avdelning inom Stockholms universitets centrala förvaltning. Att..."
30474198,Arkitekt Data/Analytics till Northern i Stockholm,Tng Group AB,sv,True,,,,,,"Vill du ha en konsultativ roll med kund, data, analys och teknik i fokus? Jobba som arkitekt hos Northern, Stockholm! Tänk dig en roll där din tekniska och analytiska kompetens verkligen gör skillnad, där du hjälper världsledande företag på en global marknad att ta kontroll över sin fildata, minska ..."
30474151,Finsktalande Customer Service Representative,Poolia AB,sv,True,,,,,,"Är du serviceinriktad, lösningsorienterad och flytande i finska? Vill du arbeta i en internationell miljö hos ett globalt ledande företag inom medicinteknik och life science? Då kan detta vara uppdraget för dig! Poolia söker nu en finsktalande Customer Service Representative till ett konsultuppdrag ..."
30474163,Budbilschaufför till känt logistikföretag i Arlanda,Uniflex AB,sv,True,,,,,,Du skickar din ansökan via vår hemsida www.uniflex.se  Se till att eventuella referenser som finns namngivna i dina ansökningshandlingar har kännedom om att de finns med där och att de eventuellt kommer att bli kontaktade vid en eventuell rekryteringsprocess.  Uniflex är ett auktoriserat bemanningsf...
30474115,Revenue & Analytics Manager till First Camp,First Camp Sverige AB,sv,True,,,,,,"Vilka är First Camp?  First Camp-koncernen, med huvudvarumärket First Camp, är norra Europas ledande kedja för camping och resorts. Företaget driver över 85 destinationer i Sverige, Danmark, Norge, Finland, Schweiz och Tyskland varav fem under egna varumärken. Totalt omfattar kedjan över 20 000 plat..."
30474046,Fullstack Engineer (Web + Backend),Professional Galaxy AB,en,False,,,,,,"Professional Galaxy is an IT and technology consulting company that provides highly specialized expertise in IT, software development, SAP, purchasing, electronics and mechanical design. We collaborate with experienced senior experts and deliver strategic value-creating expertise to some of Sweden's..."
30473965,Senior Security Officer till Securitas Stockholm,Securitas AB,sv,True,,,,,,"Företagsbeskrivning Securitas har en viktig roll i samhället och förvaltar ett av Sveriges viktigaste uppdrag - att skydda och hjälpa människor att känna sig trygga. Nu har du chansen att bli en del av Sveriges största säkerhetsföretag. Oavsett om du vill jobba mycket eller lite, dag eller natt så b..."
30473942,"Socialsekreterare för konsultuppdrag inom vuxen, missbruk.",Dedicare Sverige AB,sv,True,,,,,,"Om jobbet Söker du efter en seriös arbetsgivare som gör det möjligt för dig att ta uppdrag enligt dina önskemål? Nu söker vi dig som är utbildad socionom med flerårig erfarenhet inom myndighetsutövning inom vuxen missbruk till uppdrag i Jämtlands län.   Vi erbjuder dig flexibelt upplägg, trygga anst..."
30473897,Miljöinspektör i Stockholmsområdet,Public People AB,sv,True,,,,,,Söker du ett meningsfullt uppdrag där du får göra skillnad och samtidigt utvecklas i en självständig roll med stort förtroende? Söker du en roll där du både får trygghet och flexibilitet? Om svaret är ja på dessa frågor kan du vara den vi söker! På grund av stor efterfrågan behöver vi nu anställa yt...
30473889,Senior DevOps Engineer at Rillion,Ants Akademiskt Nätverk av Tekniska Studenter AB,en,False,,,,,,"We’re looking for a Senior DevOps Engineer to join our Platform team at Rillion. Over more than two decades, Rillion has built a robust AP Automation solution that helps our B2B customers streamline invoice processing, reduce manual work, and gain stronger control over their financial operations. Ou..."
30473804,IT Business Controller  Digital Business Capabilities,SANDVIK AB,en,False,,,,,,"Are you ready to shape financial strategies that drive real impact? At business area Mining, we’re on a journey to streamline how we manage resources across our global IT landscape. This is your chance to shape best practices, drive strategic financial initiatives, and become a trusted business part..."
30473821,Driftschef Stockholm,Hrm Affärsutveckling i Stockholm AB,sv,True,,,,,,"Affärsdriven Driftchef inom transportsektorn Vill du vara med och leda en framgångsrik verksamhet i positiv utveckling? Vi söker nu en affärsdriven Driftchef som vill ta helhetsansvaret för driften i Stockholm, depå i Arlandastad, och blir en nyckelperson i vår fortsatta utveckling. Om rollen Som Dr..."
30473751,First Line Support,Norteam AB,sv,True,,,,,,"Om Norteam Norteam är inte bara ett IT-bolag – vi är ett team av engagerade människor som brinner för att göra skillnad. Med Microsofts ekosystem som grund hjälper vi företag att bli smartare, säkrare och mer hållbara. Vi har en kultur där du får vara dig själv, växa och ha kul på jobbet. Vår vision..."
30473704,Senior Fullstack Developer - Financial Technology,NXT Interim Stockholm AB,en,False,,,,,,"Senior Fullstack Developer- Java 21+  We are looking for a Senior Fullstack Developer for an assignment within the financial sector, where technology plays a key role in combating financial crime.    About the Assignment  You will join the Finance Crime Prevention (FCP) team and play a central role ..."
30473693,Projektchef Väg och anläggning - Stockholm,Skanska Sverige AB,sv,True,,,,,,Skanskas löfte är att bygga ett bättre samhälle. Vi drivs av starka värderingar och en tro på att nöjda medarbetare på rätt plats leder till nöjda kunder och framgång på marknaden. Genom att utmana oss själva och andra inom klimat och hållbarhet utvecklar vi infrastrukturen i våra städer för att möt...
30473613,"Jobba med Pamoja som diskare i skolkök, Järfälla",People Productions Sweden AB,sv,True,,,,,,Med Pamoja jobbar du både fritt och tryggt. Jobbet passar dig som letar efter extrajobb med stor flexibilitet. Du kan ändra din kalender hela vägen fram till kl 23.59 dagen innan du ska jobba.   Nu söker vi dig som vill jobba som diskare i skolkök. Ett jobb där du blir en viktig del av vardagen för ...
30473608,IT-tekniker inom säkerhet och övervakning,Linden-IT AB,sv,True,,,,,,"IT-tekniker inom säkerhet och övervakning Vår kund, en etablerad aktör inom säkerhet och samhällskritisk infrastruktur söker nu en IT-tekniker till ett mindre specialistteam inom IT-monitoring. Rollen passar dig som vill arbeta brett med tekniska säkerhetslösningar i en stabil miljö där tillgängligh..."
30473598,"Jobba med Pamoja som kock i skolkök, Solna",People Productions Sweden AB,sv,True,,,,,,Med Pamoja jobbar du både fritt och tryggt. Jobbet passar dig som letar efter extrajobb med stor flexibilitet. Du kan ändra din kalender hela vägen fram till kl 23.59 dagen innan du ska jobba.   Nu söker vi dig som vill jobba som kock i skolkök. Ett viktigt och självständigt uppdrag där du får göra ...
30473579,Psykiatrisjuksköterska till Ofelia Vård,Ofelia Vård AB,sv,True,,,,,,"Ofelia Vård AB är tillsammans med Skandinavisk Hälsovård, Svensk Närsjukvård, Doc Care, HLR Landslaget och Linguacom, en del av Skandinavisk Hälsovård Group.    Ofelia Vård är ett auktoriserat bemanningsföretag med medlemskap i Kompetensföretagen. Med detta följer en garanti på att vi följer arbetsm..."
30473536,Kulturhuset Stadsteatern i Vällingby & Husby söker publikvärdar!,Kulturhuset Stadsteatern AB,sv,True,,,,,,Din roll som publikvärdRollen som publikvärd på Kulturhuset Stadsteatern Vällingby och Husby är varierande och innehållsrik. Din främsta uppgift är att välkomna besökare till våra evenemang samt representera oss i mötet med publiken på ett närvarande och engagerande sätt. Du är ofta den första och s...
30473521,Interim Enhetschef Lön - Stockholm,Sway Sourcing Sweden AB,sv,True,,,,,,"Inom en större offentlig organisation ska HR-avdelningen etablera en ny enhet med ansvar för lön, system och bemanning. Under uppstartsfasen, i väntan på att en ordinarie enhetschef rekryteras, söker organisationen en interimschef som kan säkerställa stabilitet, tydligt ledarskap och fortsatt utveck..."
30473475,Serviceassistent i Stockholm City,Homemaid AB (Publ),sv,True,,,,,,"Vi söker personal till hemstäd Just nu söker vi nya kollegor till vårt team i Stockholm City .  Vi kallar oss Serviceassistenter, eftersom vårt uppdrag går ut på att hjälpa våra kunder att göra rent och fint hemma, så att de kan få tid över till att göra annat istället. Som Serviceassistent har du e..."
30473426,"Fysioterapeut till Neuroteamet, Primärvårdsrehab Kungsholmen",Stiftelsen Stockholms Sjukhem,sv,True,,,,,,"Stockholms Sjukhem är en av Sveriges största idéburna vårdgivare. Vi bedriver vård och omsorg utan vinstsyfte och har ett brett vårdutbud inom rehabilitering, geriatrik, palliativ vård och äldreomsorg. Nu utökar vi och söker vi en arbetsterapeut till vårt neuroteam på Primärvårdsrehab Kungsholmen!  ..."
30473395,Lärarvikarie till högstadiet åk 7-9 - Trä/metallslöjd,People Productions Sweden AB,sv,True,,,,,,Att vara lärarvikarie kräver både pannben och passion. I gengäld får du en glimt rakt in i framtiden och en chans att vara en förebild för vuxenvärlden. Inte alltid enkelt men alltid utvecklande. Dessutom gör du en samhällsinsats! På Lärarförmedlarna är vårt uppdrag att se till att dörren till klass...
30473245,Däckmontörer sökes till Skanstull Bil & Däck AB (Skarpnäck),Northern Skill AB,sv,True,,,,,,Skanstull Bil & Däck AB söker två erfarna däckmontörer inför vårens högsäsong. Vi söker dig som har tidigare erfarenhet av däckskifte och trivs i en strukturerad verkstadsmiljö med högt tempo och tydliga rutiner. Arbetsuppgifter Skifta däck med hög precision   Köra in och ut kundbilar i verkstaden  ...
30473204,Mjukvaruutvecklare till försvarsindustrin,AFRY AB,sv,True,,,,,,"Företagsbeskrivning AFRY erbjuder tjänster inom teknik, design, digitalisering och rådgivning. Vi är hängivna experter inom industri, energi- och infrastruktur, som skapar värde för kommande generationer. AFRY har en global räckvidd med djupa rötter i Norden. Tillsammans accelererar vi omställningen..."
30473220,System architect hos Crosskey,Barona Professionals AB,sv,True,,,,,,"System Architect - Business IT 📍Mariehamn eller Stockholm Vill du vara med och forma framtidens finansiella IT-lösningar i Norden? Crosskey är ett nordiskt fintechbolag i framkant som utvecklar säkra, skalbara och affärskritiska lösningar för bank- och finanssektorn. Nu söker vi en System Architect ..."
30473201,EU-controller till Vinnova – bidra till Sveriges innovationskraft i Europa,Verket För Innovationssystem,sv,True,,,,,,"Vill du arbeta med ekonomisk uppföljning av EU-finansierade projekt och bidra till att stärka Sveriges position inom europeisk forskning och innovation? Vinnova söker nu en erfaren EU-controller till vår ekonomienhet.  Vi erbjuder  Vinnova är en modern myndighet med stort fokus på hållbarhet, både u..."
30473194,Utvecklingsledare ,Försvarets Radioanstalt,sv,True,,,,,,"På FRA arbetar vi med något som ingen annan gör i Sverige, och det kan du bli en del av. Oavsett yrkesroll är vi med och gör samhällsnytta genom att bidra till ett meningsfullt syfte — tillsammans arbetar vi med unika uppgifter för Sveriges säkerhet och integritet.  Vi erbjuder intressanta arbetsupp..."
30473079,Rättssakkunnig till Landsbygds- och infrastrukturdepartementet,Regeringskansliet,sv,True,,,,,,Rättsenheten för landsbygd  Är du samhällsintresserad assessor och vill hantera juridiska frågor i en politisk miljö där uppdraget är att bistå regeringen i sitt arbete och där du som rättssakkunnig står för den juridiska expertisen? I så fall kan vi erbjuda dig som är assessor ett spännande arbete ...
30473031,Enhetschef för Skydd- och bevakningsenheten,Teracom AB,sv,True,,,,,,"Nu söker vi Enhetschef för Skydd- och bevakningsenheten med placering i Stockholm. Hos oss finns ett engagerat team som stöttar varandra, utbyter erfarenheter och som har en god gemenskap. Du rapporterar direkt till Säkerhetschef.    Om tjänsten  Som Enhetschef är ditt huvudsakliga uppdrag att säker..."
